"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,252,15,10,0,5,1,1,20,10,4650,1,1650
1,1,203,15,10,0,5,1,1,20,10,4650,1,1650
1,1,201,15,10,0,5,1,1,20,10,4650,1,1650
1,1,209,15,10,0,5,1,1,20,10,4650,1,1650
1,1,219,15,10,0,5,1,1,20,10,4650,1,1650
1,1,212,15,10,0,5,1,1,20,10,4650,1,1650
1,1,227,15,10,0,5,1,1,20,10,4650,1,1650
1,1,207,15,10,0,5,1,1,20,10,4650,1,1650
1,1,230,15,10,0,5,1,1,20,10,4650,1,1650
1,1,180,15,10,0,5,1,1,20,10,4650,1,1650
2,0,0,15,10,0,5,1,1,20,10,4650,1,1650
2,0,5,15,10,0,5,1,1,20,10,4650,1,1650
2,0,3,15,10,0,5,1,1,20,10,4650,1,1650
2,0,1,15,10,0,5,1,1,20,10,4650,1,1650
2,0,3,15,10,0,5,1,1,20,10,4650,1,1650
2,0,5,15,10,0,5,1,1,20,10,4650,1,1650
2,0,1,15,10,0,5,1,1,20,10,4650,1,1650
2,0,2,15,10,0,5,1,1,20,10,4650,1,1650
2,0,1,15,10,0,5,1,1,20,10,4650,1,1650
2,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,1,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,1,15,10,0,5,1,1,20,10,4650,1,1650
3,0,1,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0,15,10,0,5,1,1,20,10,4650,1,1650
5,1,394,15,10,0,5,1,1,20,10,4650,1,1650
5,1,396,15,10,0,5,1,1,20,10,4650,1,1650
5,1,410,15,10,0,5,1,1,20,10,4650,1,1650
5,1,407,15,10,0,5,1,1,20,10,4650,1,1650
5,1,376,15,10,0,5,1,1,20,10,4650,1,1650
5,1,375,15,10,0,5,1,1,20,10,4650,1,1650
5,1,372,15,10,0,5,1,1,20,10,4650,1,1650
5,1,399,15,10,0,5,1,1,20,10,4650,1,1650
5,1,362,15,10,0,5,1,1,20,10,4650,1,1650
5,1,414,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,2,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,1,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
6,0,0,15,10,0,5,1,1,20,10,4650,1,1650
7,0,2,15,10,0,5,1,1,20,10,4650,1,1650
7,0,1,15,10,0,5,1,1,20,10,4650,1,1650
7,0,4,15,10,0,5,1,1,20,10,4650,1,1650
7,0,3,15,10,0,5,1,1,20,10,4650,1,1650
7,0,6,15,10,0,5,1,1,20,10,4650,1,1650
7,0,2,15,10,0,5,1,1,20,10,4650,1,1650
7,0,3,15,10,0,5,1,1,20,10,4650,1,1650
7,0,3,15,10,0,5,1,1,20,10,4650,1,1650
7,0,3,15,10,0,5,1,1,20,10,4650,1,1650
7,0,3,15,10,0,5,1,1,20,10,4650,1,1650
8,1,179,15,10,0,5,1,1,20,10,4650,1,1650
8,1,172,15,10,0,5,1,1,20,10,4650,1,1650
8,1,155,15,10,0,5,1,1,20,10,4650,1,1650
8,1,149,15,10,0,5,1,1,20,10,4650,1,1650
8,1,160,15,10,0,5,1,1,20,10,4650,1,1650
