"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,33,10,30,0,5,1,1,20,10,4650,1,3100
1,1,30,10,30,0,5,1,1,20,10,4650,1,3100
1,1,42,10,30,0,5,1,1,20,10,4650,1,3100
1,1,38,10,30,0,5,1,1,20,10,4650,1,3100
1,1,27,10,30,0,5,1,1,20,10,4650,1,3100
1,1,28,10,30,0,5,1,1,20,10,4650,1,3100
1,1,34,10,30,0,5,1,1,20,10,4650,1,3100
1,1,41,10,30,0,5,1,1,20,10,4650,1,3100
1,1,39,10,30,0,5,1,1,20,10,4650,1,3100
1,1,39,10,30,0,5,1,1,20,10,4650,1,3100
1,1,35,10,30,0,5,1,1,20,10,4650,1,3100
1,1,31,10,30,0,5,1,1,20,10,4650,1,3100
1,1,32,10,30,0,5,1,1,20,10,4650,1,3100
1,1,27,10,30,0,5,1,1,20,10,4650,1,3100
1,1,39,10,30,0,5,1,1,20,10,4650,1,3100
1,1,24,10,30,0,5,1,1,20,10,4650,1,3100
1,1,28,10,30,0,5,1,1,20,10,4650,1,3100
1,1,29,10,30,0,5,1,1,20,10,4650,1,3100
1,1,31,10,30,0,5,1,1,20,10,4650,1,3100
1,1,29,10,30,0,5,1,1,20,10,4650,1,3100
1,1,33,10,30,0,5,1,1,20,10,4650,1,3100
1,1,30,10,30,0,5,1,1,20,10,4650,1,3100
1,1,29,10,30,0,5,1,1,20,10,4650,1,3100
1,1,37,10,30,0,5,1,1,20,10,4650,1,3100
1,1,36,10,30,0,5,1,1,20,10,4650,1,3100
1,1,36,10,30,0,5,1,1,20,10,4650,1,3100
1,1,34,10,30,0,5,1,1,20,10,4650,1,3100
1,1,37,10,30,0,5,1,1,20,10,4650,1,3100
1,1,38,10,30,0,5,1,1,20,10,4650,1,3100
1,1,42,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,3,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,2,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,2,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,2,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,1,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,2,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,2,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
2,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,2,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,1,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
3,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,3,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,3,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,3,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,1,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
4,0,0,10,30,0,5,1,1,20,10,4650,1,3100
5,1,104,10,30,0,5,1,1,20,10,4650,1,3100
5,1,117,10,30,0,5,1,1,20,10,4650,1,3100
5,1,124,10,30,0,5,1,1,20,10,4650,1,3100
5,1,102,10,30,0,5,1,1,20,10,4650,1,3100
5,1,114,10,30,0,5,1,1,20,10,4650,1,3100
5,1,140,10,30,0,5,1,1,20,10,4650,1,3100
5,1,113,10,30,0,5,1,1,20,10,4650,1,3100
5,1,123,10,30,0,5,1,1,20,10,4650,1,3100
5,1,112,10,30,0,5,1,1,20,10,4650,1,3100
5,1,135,10,30,0,5,1,1,20,10,4650,1,3100
5,1,106,10,30,0,5,1,1,20,10,4650,1,3100
5,1,112,10,30,0,5,1,1,20,10,4650,1,3100
5,1,101,10,30,0,5,1,1,20,10,4650,1,3100
5,1,113,10,30,0,5,1,1,20,10,4650,1,3100
5,1,112,10,30,0,5,1,1,20,10,4650,1,3100
5,1,124,10,30,0,5,1,1,20,10,4650,1,3100
5,1,122,10,30,0,5,1,1,20,10,4650,1,3100
5,1,106,10,30,0,5,1,1,20,10,4650,1,3100
5,1,116,10,30,0,5,1,1,20,10,4650,1,3100
5,1,111,10,30,0,5,1,1,20,10,4650,1,3100
5,1,109,10,30,0,5,1,1,20,10,4650,1,3100
5,1,118,10,30,0,5,1,1,20,10,4650,1,3100
5,1,130,10,30,0,5,1,1,20,10,4650,1,3100
5,1,136,10,30,0,5,1,1,20,10,4650,1,3100
5,1,118,10,30,0,5,1,1,20,10,4650,1,3100
5,1,111,10,30,0,5,1,1,20,10,4650,1,3100
5,1,131,10,30,0,5,1,1,20,10,4650,1,3100
5,1,123,10,30,0,5,1,1,20,10,4650,1,3100
5,1,144,10,30,0,5,1,1,20,10,4650,1,3100
5,1,139,10,30,0,5,1,1,20,10,4650,1,3100
6,0,2,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,2,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,3,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,3,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,2,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,3,10,30,0,5,1,1,20,10,4650,1,3100
6,0,0,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
6,0,2,10,30,0,5,1,1,20,10,4650,1,3100
6,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,3,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,2,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,2,10,30,0,5,1,1,20,10,4650,1,3100
7,0,3,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,2,10,30,0,5,1,1,20,10,4650,1,3100
7,0,3,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,2,10,30,0,5,1,1,20,10,4650,1,3100
7,0,0,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,1,10,30,0,5,1,1,20,10,4650,1,3100
7,0,2,10,30,0,5,1,1,20,10,4650,1,3100
