"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,33,10,10,0,5,1,1,20,10,4650,1,1100
1,1,30,10,10,0,5,1,1,20,10,4650,1,1100
1,1,42,10,10,0,5,1,1,20,10,4650,1,1100
1,1,38,10,10,0,5,1,1,20,10,4650,1,1100
1,1,27,10,10,0,5,1,1,20,10,4650,1,1100
1,1,28,10,10,0,5,1,1,20,10,4650,1,1100
1,1,34,10,10,0,5,1,1,20,10,4650,1,1100
1,1,41,10,10,0,5,1,1,20,10,4650,1,1100
1,1,39,10,10,0,5,1,1,20,10,4650,1,1100
1,1,39,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,2,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,0,10,10,0,5,1,1,20,10,4650,1,1100
2,0,1,10,10,0,5,1,1,20,10,4650,1,1100
3,0,1,10,10,0,5,1,1,20,10,4650,1,1100
3,0,1,10,10,0,5,1,1,20,10,4650,1,1100
3,0,0,10,10,0,5,1,1,20,10,4650,1,1100
3,0,0,10,10,0,5,1,1,20,10,4650,1,1100
3,0,0,10,10,0,5,1,1,20,10,4650,1,1100
3,0,2,10,10,0,5,1,1,20,10,4650,1,1100
3,0,0,10,10,0,5,1,1,20,10,4650,1,1100
3,0,2,10,10,0,5,1,1,20,10,4650,1,1100
3,0,1,10,10,0,5,1,1,20,10,4650,1,1100
3,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,1,10,10,0,5,1,1,20,10,4650,1,1100
4,0,2,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,0,10,10,0,5,1,1,20,10,4650,1,1100
4,0,1,10,10,0,5,1,1,20,10,4650,1,1100
5,1,103,10,10,0,5,1,1,20,10,4650,1,1100
5,1,124,10,10,0,5,1,1,20,10,4650,1,1100
5,1,116,10,10,0,5,1,1,20,10,4650,1,1100
5,1,114,10,10,0,5,1,1,20,10,4650,1,1100
5,1,113,10,10,0,5,1,1,20,10,4650,1,1100
5,1,114,10,10,0,5,1,1,20,10,4650,1,1100
5,1,110,10,10,0,5,1,1,20,10,4650,1,1100
5,1,116,10,10,0,5,1,1,20,10,4650,1,1100
5,1,117,10,10,0,5,1,1,20,10,4650,1,1100
5,1,125,10,10,0,5,1,1,20,10,4650,1,1100
6,0,1,10,10,0,5,1,1,20,10,4650,1,1100
6,0,3,10,10,0,5,1,1,20,10,4650,1,1100
6,0,0,10,10,0,5,1,1,20,10,4650,1,1100
6,0,1,10,10,0,5,1,1,20,10,4650,1,1100
6,0,0,10,10,0,5,1,1,20,10,4650,1,1100
6,0,0,10,10,0,5,1,1,20,10,4650,1,1100
6,0,0,10,10,0,5,1,1,20,10,4650,1,1100
6,0,1,10,10,0,5,1,1,20,10,4650,1,1100
6,0,0,10,10,0,5,1,1,20,10,4650,1,1100
6,0,1,10,10,0,5,1,1,20,10,4650,1,1100
7,0,0,10,10,0,5,1,1,20,10,4650,1,1100
7,0,1,10,10,0,5,1,1,20,10,4650,1,1100
7,0,2,10,10,0,5,1,1,20,10,4650,1,1100
7,0,0,10,10,0,5,1,1,20,10,4650,1,1100
7,0,2,10,10,0,5,1,1,20,10,4650,1,1100
7,0,1,10,10,0,5,1,1,20,10,4650,1,1100
7,0,2,10,10,0,5,1,1,20,10,4650,1,1100
7,0,0,10,10,0,5,1,1,20,10,4650,1,1100
7,0,1,10,10,0,5,1,1,20,10,4650,1,1100
7,0,1,10,10,0,5,1,1,20,10,4650,1,1100
8,1,154,10,10,0,5,1,1,20,10,4650,1,1100
8,1,132,10,10,0,5,1,1,20,10,4650,1,1100
8,1,150,10,10,0,5,1,1,20,10,4650,1,1100
8,1,114,10,10,0,5,1,1,20,10,4650,1,1100
8,1,144,10,10,0,5,1,1,20,10,4650,1,1100
8,1,156,10,10,0,5,1,1,20,10,4650,1,1100
8,1,137,10,10,0,5,1,1,20,10,4650,1,1100
8,1,136,10,10,0,5,1,1,20,10,4650,1,1100
8,1,147,10,10,0,5,1,1,20,10,4650,1,1100
8,1,142,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,1,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,1,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,1,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
9,0,0,10,10,0,5,1,1,20,10,4650,1,1100
10,1,80,10,10,0,5,1,1,20,10,4650,1,1100
10,1,94,10,10,0,5,1,1,20,10,4650,1,1100
10,1,87,10,10,0,5,1,1,20,10,4650,1,1100
10,1,76,10,10,0,5,1,1,20,10,4650,1,1100
10,1,77,10,10,0,5,1,1,20,10,4650,1,1100
10,1,89,10,10,0,5,1,1,20,10,4650,1,1100
10,1,92,10,10,0,5,1,1,20,10,4650,1,1100
10,1,82,10,10,0,5,1,1,20,10,4650,1,1100
10,1,88,10,10,0,5,1,1,20,10,4650,1,1100
10,1,92,10,10,0,5,1,1,20,10,4650,1,1100
1,1,185,10,10,0,5,1,1,20,10,4650,2,1100
1,1,172,10,10,0,5,1,1,20,10,4650,2,1100
1,1,200,10,10,0,5,1,1,20,10,4650,2,1100
1,1,165,10,10,0,5,1,1,20,10,4650,2,1100
1,1,171,10,10,0,5,1,1,20,10,4650,2,1100
1,1,158,10,10,0,5,1,1,20,10,4650,2,1100
1,1,173,10,10,0,5,1,1,20,10,4650,2,1100
1,1,171,10,10,0,5,1,1,20,10,4650,2,1100
1,1,187,10,10,0,5,1,1,20,10,4650,2,1100
1,1,184,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,1,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,1,10,10,0,5,1,1,20,10,4650,2,1100
2,0,1,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
2,0,0,10,10,0,5,1,1,20,10,4650,2,1100
3,1,54,10,10,0,5,1,1,20,10,4650,2,1100
3,1,69,10,10,0,5,1,1,20,10,4650,2,1100
3,1,74,10,10,0,5,1,1,20,10,4650,2,1100
3,1,61,10,10,0,5,1,1,20,10,4650,2,1100
3,1,56,10,10,0,5,1,1,20,10,4650,2,1100
3,1,70,10,10,0,5,1,1,20,10,4650,2,1100
3,1,64,10,10,0,5,1,1,20,10,4650,2,1100
3,1,79,10,10,0,5,1,1,20,10,4650,2,1100
3,1,76,10,10,0,5,1,1,20,10,4650,2,1100
3,1,66,10,10,0,5,1,1,20,10,4650,2,1100
4,0,1,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,2,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,1,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
4,0,0,10,10,0,5,1,1,20,10,4650,2,1100
5,0,3,10,10,0,5,1,1,20,10,4650,2,1100
5,0,3,10,10,0,5,1,1,20,10,4650,2,1100
5,0,0,10,10,0,5,1,1,20,10,4650,2,1100
5,0,0,10,10,0,5,1,1,20,10,4650,2,1100
5,0,4,10,10,0,5,1,1,20,10,4650,2,1100
5,0,2,10,10,0,5,1,1,20,10,4650,2,1100
5,0,5,10,10,0,5,1,1,20,10,4650,2,1100
5,0,2,10,10,0,5,1,1,20,10,4650,2,1100
5,0,1,10,10,0,5,1,1,20,10,4650,2,1100
5,0,3,10,10,0,5,1,1,20,10,4650,2,1100
6,1,88,10,10,0,5,1,1,20,10,4650,2,1100
6,1,84,10,10,0,5,1,1,20,10,4650,2,1100
6,1,67,10,10,0,5,1,1,20,10,4650,2,1100
6,1,88,10,10,0,5,1,1,20,10,4650,2,1100
6,1,98,10,10,0,5,1,1,20,10,4650,2,1100
6,1,86,10,10,0,5,1,1,20,10,4650,2,1100
6,1,73,10,10,0,5,1,1,20,10,4650,2,1100
6,1,88,10,10,0,5,1,1,20,10,4650,2,1100
6,1,79,10,10,0,5,1,1,20,10,4650,2,1100
6,1,84,10,10,0,5,1,1,20,10,4650,2,1100
7,0,1,10,10,0,5,1,1,20,10,4650,2,1100
7,0,1,10,10,0,5,1,1,20,10,4650,2,1100
7,0,1,10,10,0,5,1,1,20,10,4650,2,1100
7,0,0,10,10,0,5,1,1,20,10,4650,2,1100
7,0,1,10,10,0,5,1,1,20,10,4650,2,1100
7,0,0,10,10,0,5,1,1,20,10,4650,2,1100
7,0,0,10,10,0,5,1,1,20,10,4650,2,1100
7,0,0,10,10,0,5,1,1,20,10,4650,2,1100
7,0,0,10,10,0,5,1,1,20,10,4650,2,1100
7,0,1,10,10,0,5,1,1,20,10,4650,2,1100
8,1,138,10,10,0,5,1,1,20,10,4650,2,1100
8,1,154,10,10,0,5,1,1,20,10,4650,2,1100
8,1,161,10,10,0,5,1,1,20,10,4650,2,1100
8,1,131,10,10,0,5,1,1,20,10,4650,2,1100
8,1,150,10,10,0,5,1,1,20,10,4650,2,1100
8,1,138,10,10,0,5,1,1,20,10,4650,2,1100
8,1,154,10,10,0,5,1,1,20,10,4650,2,1100
8,1,126,10,10,0,5,1,1,20,10,4650,2,1100
8,1,131,10,10,0,5,1,1,20,10,4650,2,1100
8,1,157,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1477,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1662,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1606,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1575,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1622,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1637,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1673,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1651,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1630,10,10,0,5,1,1,20,10,4650,2,1100
9,1,1589,10,10,0,5,1,1,20,10,4650,2,1100
10,0,1,10,10,0,5,1,1,20,10,4650,2,1100
10,0,0,10,10,0,5,1,1,20,10,4650,2,1100
10,0,2,10,10,0,5,1,1,20,10,4650,2,1100
10,0,0,10,10,0,5,1,1,20,10,4650,2,1100
10,0,2,10,10,0,5,1,1,20,10,4650,2,1100
10,0,2,10,10,0,5,1,1,20,10,4650,2,1100
10,0,0,10,10,0,5,1,1,20,10,4650,2,1100
10,0,2,10,10,0,5,1,1,20,10,4650,2,1100
10,0,0,10,10,0,5,1,1,20,10,4650,2,1100
10,0,1,10,10,0,5,1,1,20,10,4650,2,1100
1,0,1,10,10,0,5,1,1,20,10,4650,3,1100
1,0,1,10,10,0,5,1,1,20,10,4650,3,1100
1,0,0,10,10,0,5,1,1,20,10,4650,3,1100
1,0,3,10,10,0,5,1,1,20,10,4650,3,1100
1,0,1,10,10,0,5,1,1,20,10,4650,3,1100
1,0,1,10,10,0,5,1,1,20,10,4650,3,1100
1,0,3,10,10,0,5,1,1,20,10,4650,3,1100
1,0,4,10,10,0,5,1,1,20,10,4650,3,1100
1,0,3,10,10,0,5,1,1,20,10,4650,3,1100
1,0,3,10,10,0,5,1,1,20,10,4650,3,1100
2,1,42,10,10,0,5,1,1,20,10,4650,3,1100
2,1,41,10,10,0,5,1,1,20,10,4650,3,1100
2,1,32,10,10,0,5,1,1,20,10,4650,3,1100
2,1,52,10,10,0,5,1,1,20,10,4650,3,1100
2,1,45,10,10,0,5,1,1,20,10,4650,3,1100
2,1,41,10,10,0,5,1,1,20,10,4650,3,1100
2,1,55,10,10,0,5,1,1,20,10,4650,3,1100
2,1,43,10,10,0,5,1,1,20,10,4650,3,1100
2,1,35,10,10,0,5,1,1,20,10,4650,3,1100
2,1,51,10,10,0,5,1,1,20,10,4650,3,1100
3,1,97,10,10,0,5,1,1,20,10,4650,3,1100
3,1,109,10,10,0,5,1,1,20,10,4650,3,1100
3,1,107,10,10,0,5,1,1,20,10,4650,3,1100
3,1,101,10,10,0,5,1,1,20,10,4650,3,1100
3,1,90,10,10,0,5,1,1,20,10,4650,3,1100
3,1,117,10,10,0,5,1,1,20,10,4650,3,1100
3,1,102,10,10,0,5,1,1,20,10,4650,3,1100
3,1,98,10,10,0,5,1,1,20,10,4650,3,1100
3,1,109,10,10,0,5,1,1,20,10,4650,3,1100
3,1,111,10,10,0,5,1,1,20,10,4650,3,1100
4,1,108,10,10,0,5,1,1,20,10,4650,3,1100
4,1,91,10,10,0,5,1,1,20,10,4650,3,1100
4,1,118,10,10,0,5,1,1,20,10,4650,3,1100
4,1,118,10,10,0,5,1,1,20,10,4650,3,1100
4,1,129,10,10,0,5,1,1,20,10,4650,3,1100
