"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,252,15,20,0,5,1,1,20,10,4650,1,3150
1,1,203,15,20,0,5,1,1,20,10,4650,1,3150
1,1,201,15,20,0,5,1,1,20,10,4650,1,3150
1,1,209,15,20,0,5,1,1,20,10,4650,1,3150
1,1,219,15,20,0,5,1,1,20,10,4650,1,3150
1,1,212,15,20,0,5,1,1,20,10,4650,1,3150
1,1,227,15,20,0,5,1,1,20,10,4650,1,3150
1,1,207,15,20,0,5,1,1,20,10,4650,1,3150
1,1,230,15,20,0,5,1,1,20,10,4650,1,3150
1,1,180,15,20,0,5,1,1,20,10,4650,1,3150
1,1,188,15,20,0,5,1,1,20,10,4650,1,3150
1,1,192,15,20,0,5,1,1,20,10,4650,1,3150
1,1,196,15,20,0,5,1,1,20,10,4650,1,3150
1,1,190,15,20,0,5,1,1,20,10,4650,1,3150
1,1,201,15,20,0,5,1,1,20,10,4650,1,3150
1,1,192,15,20,0,5,1,1,20,10,4650,1,3150
1,1,192,15,20,0,5,1,1,20,10,4650,1,3150
1,1,209,15,20,0,5,1,1,20,10,4650,1,3150
1,1,207,15,20,0,5,1,1,20,10,4650,1,3150
1,1,210,15,20,0,5,1,1,20,10,4650,1,3150
2,0,2,15,20,0,5,1,1,20,10,4650,1,3150
2,0,1,15,20,0,5,1,1,20,10,4650,1,3150
2,0,2,15,20,0,5,1,1,20,10,4650,1,3150
2,0,2,15,20,0,5,1,1,20,10,4650,1,3150
2,0,3,15,20,0,5,1,1,20,10,4650,1,3150
2,0,3,15,20,0,5,1,1,20,10,4650,1,3150
2,0,4,15,20,0,5,1,1,20,10,4650,1,3150
2,0,1,15,20,0,5,1,1,20,10,4650,1,3150
2,0,3,15,20,0,5,1,1,20,10,4650,1,3150
2,0,6,15,20,0,5,1,1,20,10,4650,1,3150
2,0,1,15,20,0,5,1,1,20,10,4650,1,3150
2,0,2,15,20,0,5,1,1,20,10,4650,1,3150
2,0,1,15,20,0,5,1,1,20,10,4650,1,3150
2,0,1,15,20,0,5,1,1,20,10,4650,1,3150
