"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,33,10,20,0,5,1,1,20,10,4650,1,2100
1,1,30,10,20,0,5,1,1,20,10,4650,1,2100
1,1,42,10,20,0,5,1,1,20,10,4650,1,2100
1,1,38,10,20,0,5,1,1,20,10,4650,1,2100
1,1,27,10,20,0,5,1,1,20,10,4650,1,2100
1,1,28,10,20,0,5,1,1,20,10,4650,1,2100
1,1,34,10,20,0,5,1,1,20,10,4650,1,2100
1,1,41,10,20,0,5,1,1,20,10,4650,1,2100
1,1,39,10,20,0,5,1,1,20,10,4650,1,2100
1,1,39,10,20,0,5,1,1,20,10,4650,1,2100
1,1,35,10,20,0,5,1,1,20,10,4650,1,2100
1,1,31,10,20,0,5,1,1,20,10,4650,1,2100
1,1,32,10,20,0,5,1,1,20,10,4650,1,2100
1,1,27,10,20,0,5,1,1,20,10,4650,1,2100
1,1,39,10,20,0,5,1,1,20,10,4650,1,2100
1,1,24,10,20,0,5,1,1,20,10,4650,1,2100
1,1,28,10,20,0,5,1,1,20,10,4650,1,2100
1,1,29,10,20,0,5,1,1,20,10,4650,1,2100
1,1,31,10,20,0,5,1,1,20,10,4650,1,2100
1,1,29,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,1,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,1,10,20,0,5,1,1,20,10,4650,1,2100
2,0,1,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,1,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,1,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0,10,20,0,5,1,1,20,10,4650,1,2100
