"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,36,5,20,0,5,1,1,20,10,4650,1,1050
1,1,39,5,20,0,5,1,1,20,10,4650,1,1050
1,1,30,5,20,0,5,1,1,20,10,4650,1,1050
1,1,34,5,20,0,5,1,1,20,10,4650,1,1050
1,1,34,5,20,0,5,1,1,20,10,4650,1,1050
1,1,31,5,20,0,5,1,1,20,10,4650,1,1050
1,1,35,5,20,0,5,1,1,20,10,4650,1,1050
1,1,37,5,20,0,5,1,1,20,10,4650,1,1050
1,1,28,5,20,0,5,1,1,20,10,4650,1,1050
1,1,40,5,20,0,5,1,1,20,10,4650,1,1050
1,1,36,5,20,0,5,1,1,20,10,4650,1,1050
1,1,25,5,20,0,5,1,1,20,10,4650,1,1050
1,1,26,5,20,0,5,1,1,20,10,4650,1,1050
1,1,32,5,20,0,5,1,1,20,10,4650,1,1050
1,1,39,5,20,0,5,1,1,20,10,4650,1,1050
1,1,36,5,20,0,5,1,1,20,10,4650,1,1050
1,1,37,5,20,0,5,1,1,20,10,4650,1,1050
1,1,33,5,20,0,5,1,1,20,10,4650,1,1050
1,1,29,5,20,0,5,1,1,20,10,4650,1,1050
1,1,30,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,2,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,3,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,3,5,20,0,5,1,1,20,10,4650,1,1050
2,0,2,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,3,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1,5,20,0,5,1,1,20,10,4650,1,1050
3,0,5,5,20,0,5,1,1,20,10,4650,1,1050
3,0,7,5,20,0,5,1,1,20,10,4650,1,1050
3,0,4,5,20,0,5,1,1,20,10,4650,1,1050
3,0,4,5,20,0,5,1,1,20,10,4650,1,1050
3,0,8,5,20,0,5,1,1,20,10,4650,1,1050
3,0,9,5,20,0,5,1,1,20,10,4650,1,1050
3,0,4,5,20,0,5,1,1,20,10,4650,1,1050
3,0,7,5,20,0,5,1,1,20,10,4650,1,1050
3,0,5,5,20,0,5,1,1,20,10,4650,1,1050
3,0,6,5,20,0,5,1,1,20,10,4650,1,1050
3,0,4,5,20,0,5,1,1,20,10,4650,1,1050
