"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,3.89415177092607,5,10,0,5,1,1,20,10,4650,1,550
1,1,4.37475822287159,5,10,0,5,1,1,20,10,4650,1,550
1,1,2.83513051061878,5,10,0,5,1,1,20,10,4650,1,550
1,1,2.95649058353639,5,10,0,5,1,1,20,10,4650,1,550
1,1,4.5203904381681,5,10,0,5,1,1,20,10,4650,1,550
1,1,2.77544937028674,5,10,0,5,1,1,20,10,4650,1,550
1,1,4.56141590180581,5,10,0,5,1,1,20,10,4650,1,550
1,1,3.65953284398964,5,10,0,5,1,1,20,10,4650,1,550
1,1,4.02738936772375,5,10,0,5,1,1,20,10,4650,1,550
1,1,2.55349870585297,5,10,0,5,1,1,20,10,4650,1,550
2,0,0.179881029323695,5,10,0,5,1,1,20,10,4650,1,550
2,0,0.943339752551827,5,10,0,5,1,1,20,10,4650,1,550
2,0,-0.321393104252449,5,10,0,5,1,1,20,10,4650,1,550
2,0,0.0242765265231851,5,10,0,5,1,1,20,10,4650,1,550
2,0,-1.38235736826412,5,10,0,5,1,1,20,10,4650,1,550
2,0,3.05918946023846,5,10,0,5,1,1,20,10,4650,1,550
2,0,-0.349053973890588,5,10,0,5,1,1,20,10,4650,1,550
2,0,-1.9707503850429,5,10,0,5,1,1,20,10,4650,1,550
2,0,-1.17041835194611,5,10,0,5,1,1,20,10,4650,1,550
2,0,0.0750616963870825,5,10,0,5,1,1,20,10,4650,1,550
3,0,2.56272220159324,5,10,0,5,1,1,20,10,4650,1,550
3,0,2.10526439849305,5,10,0,5,1,1,20,10,4650,1,550
3,0,3.0904407796582,5,10,0,5,1,1,20,10,4650,1,550
3,0,1.75090875951289,5,10,0,5,1,1,20,10,4650,1,550
3,0,1.1323918851016,5,10,0,5,1,1,20,10,4650,1,550
3,0,0.718394238004463,5,10,0,5,1,1,20,10,4650,1,550
3,0,1.90289634946616,5,10,0,5,1,1,20,10,4650,1,550
3,0,2.35544063323802,5,10,0,5,1,1,20,10,4650,1,550
3,0,-0.125798115905819,5,10,0,5,1,1,20,10,4650,1,550
3,0,3.62489255038012,5,10,0,5,1,1,20,10,4650,1,550
4,0,2.79743417269312,5,10,0,5,1,1,20,10,4650,1,550
4,0,0.0746577362350636,5,10,0,5,1,1,20,10,4650,1,550
4,0,2.74901701472539,5,10,0,5,1,1,20,10,4650,1,550
4,0,0.871572251893651,5,10,0,5,1,1,20,10,4650,1,550
4,0,-0.0122022060057512,5,10,0,5,1,1,20,10,4650,1,550
4,0,1.17463797798518,5,10,0,5,1,1,20,10,4650,1,550
4,0,1.67454790163649,5,10,0,5,1,1,20,10,4650,1,550
4,0,0.125865083733044,5,10,0,5,1,1,20,10,4650,1,550
4,0,2.16755909056904,5,10,0,5,1,1,20,10,4650,1,550
4,0,1.43932733480881,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.95049344199052,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.84491288063697,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.92016933190354,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.56577283260575,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.21613107626465,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.65933651442844,5,10,0,5,1,1,20,10,4650,1,550
5,1,6.20404876706871,5,10,0,5,1,1,20,10,4650,1,550
5,1,5.25630474090996,5,10,0,5,1,1,20,10,4650,1,550
5,1,8.02552329174291,5,10,0,5,1,1,20,10,4650,1,550
5,1,6.08109924367483,5,10,0,5,1,1,20,10,4650,1,550
1,0,0.809300790847207,5,10,0,5,1,1,20,10,4650,2,550
1,0,-1.03510810055966,5,10,0,5,1,1,20,10,4650,2,550
1,0,-1.83316723575746,5,10,0,5,1,1,20,10,4650,2,550
1,0,-0.954111429613354,5,10,0,5,1,1,20,10,4650,2,550
1,0,-1.10888043541916,5,10,0,5,1,1,20,10,4650,2,550
1,0,-0.0768394086195265,5,10,0,5,1,1,20,10,4650,2,550
1,0,0.984110462197702,5,10,0,5,1,1,20,10,4650,2,550
1,0,-0.644166515189803,5,10,0,5,1,1,20,10,4650,2,550
1,0,-0.762970693876491,5,10,0,5,1,1,20,10,4650,2,550
1,0,0.238074366218118,5,10,0,5,1,1,20,10,4650,2,550
2,0,1.5962887203532,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.24712555948768,5,10,0,5,1,1,20,10,4650,2,550
2,0,1.43974742912459,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.567786482585349,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.64915192145238,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.952399443013615,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.380616583045129,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.84366827316054,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.650591261316171,5,10,0,5,1,1,20,10,4650,2,550
2,0,0.202296260600679,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.360987908243844,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.303378755175669,5,10,0,5,1,1,20,10,4650,2,550
3,0,1.90573178819054,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.147337769578522,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.219287101624469,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.998807122159277,5,10,0,5,1,1,20,10,4650,2,550
3,0,1.53760791178157,5,10,0,5,1,1,20,10,4650,2,550
3,0,1.95783020966523,5,10,0,5,1,1,20,10,4650,2,550
3,0,0.032120804061466,5,10,0,5,1,1,20,10,4650,2,550
3,0,3.27649398296666,5,10,0,5,1,1,20,10,4650,2,550
4,1,6.79801988197597,5,10,0,5,1,1,20,10,4650,2,550
4,1,6.57875314532669,5,10,0,5,1,1,20,10,4650,2,550
4,1,6.70956123687821,5,10,0,5,1,1,20,10,4650,2,550
4,1,6.34055874814262,5,10,0,5,1,1,20,10,4650,2,550
4,1,5.03879362116436,5,10,0,5,1,1,20,10,4650,2,550
