"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,3.00340052674027,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.71096186306312,10,20,0,5,1,1,20,10,4650,1,2100
1,1,2.16816854909111,10,20,0,5,1,1,20,10,4650,1,2100
1,1,4.53475805722086,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.83305865038266,10,20,0,5,1,1,20,10,4650,1,2100
1,1,1.97028058839957,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.22923652959425,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.5962307190081,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.13746103829953,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.90230975947649,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.04390502115756,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.19419088553965,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.93297068857473,10,20,0,5,1,1,20,10,4650,1,2100
1,1,4.0696701819173,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.36755915743527,10,20,0,5,1,1,20,10,4650,1,2100
1,1,2.64484026823677,10,20,0,5,1,1,20,10,4650,1,2100
1,1,3.58845080552613,10,20,0,5,1,1,20,10,4650,1,2100
1,1,1.71779553132893,10,20,0,5,1,1,20,10,4650,1,2100
1,1,2.1111139228186,10,20,0,5,1,1,20,10,4650,1,2100
1,1,4.77228215320682,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.595927868346538,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.149795372105872,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.77661822018864,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0.410968216805906,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.0615143472776228,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.25553911553499,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.02611388978858,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.69489047459565,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.909431739589022,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.4316360891249,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0.127560250122406,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.52417107850904,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.745996816906822,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.32901114341302,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-1.56286283299963,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.297492161073757,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.256482931692863,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.208898881089541,10,20,0,5,1,1,20,10,4650,1,2100
2,0,-0.0960454963131838,10,20,0,5,1,1,20,10,4650,1,2100
2,0,0.612261782090814,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.0884930514578598,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.48106436714399,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.65549380456225,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.71756441540628,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.65510682496778,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.52007394611863,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.330279974764165,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.578400347408284,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.483565316872678,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.373618580333783,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.942711443414103,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.901697447992768,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-1.69975658319056,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.820700777046458,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.975469782852265,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.0565712439473698,10,20,0,5,1,1,20,10,4650,1,2100
3,0,1.1175211147646,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.510755862622907,10,20,0,5,1,1,20,10,4650,1,2100
3,0,-0.629560041309595,10,20,0,5,1,1,20,10,4650,1,2100
3,0,0.371485018785015,10,20,0,5,1,1,20,10,4650,1,2100
4,0,0.202315793265096,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.14684736760043,10,20,0,5,1,1,20,10,4650,1,2100
4,0,0.0457745020364794,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.826186444502758,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.744821005635727,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.441573484074492,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.01335634404298,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.550304653927567,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.743381665771936,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.19167666648743,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.28110539148838,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.33871454455656,10,20,0,5,1,1,20,10,4650,1,2100
4,0,0.263638488458318,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.4947555301537,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.42280619810776,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.643286177572949,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-0.104485387950659,10,20,0,5,1,1,20,10,4650,1,2100
4,0,0.315736909933001,10,20,0,5,1,1,20,10,4650,1,2100
4,0,-1.60997249567076,10,20,0,5,1,1,20,10,4650,1,2100
4,0,1.63440068323443,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.36303009295384,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.14376335630457,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.27457144785609,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.9055689591205,10,20,0,5,1,1,20,10,4650,1,2100
5,1,3.60380383214224,10,20,0,5,1,1,20,10,4650,1,2100
5,1,3.81164080805138,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.45296605836988,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.3816277023825,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.14182088378833,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.4031524566012,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.71730039568037,10,20,0,5,1,1,20,10,4650,1,2100
5,1,7.12352792396159,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.60691591612129,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.55731512791395,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.56484711702935,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.3266977553405,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.85723687554988,10,20,0,5,1,1,20,10,4650,1,2100
5,1,6.23991350030753,10,20,0,5,1,1,20,10,4650,1,2100
5,1,5.36573848482804,10,20,0,5,1,1,20,10,4650,1,2100
5,1,4.00108049868623,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-1.50239705742712,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.212708462476124,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-1.39856310941788,10,20,0,5,1,1,20,10,4650,1,2100
6,0,1.74957968716474,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.853982663440712,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.183240857208003,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.752692439577524,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.523017144366526,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.903881033849716,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.548170277760367,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.878318231215869,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.745468143321725,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.624885804143418,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.702714806718336,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.0388835642127157,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.728335788346032,10,20,0,5,1,1,20,10,4650,1,2100
6,0,-0.681487825818318,10,20,0,5,1,1,20,10,4650,1,2100
6,0,0.332177398981207,10,20,0,5,1,1,20,10,4650,1,2100
6,0,1.13073370685968,10,20,0,5,1,1,20,10,4650,1,2100
6,0,1.39901496855839,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.732976921246521,10,20,0,5,1,1,20,10,4650,1,2100
7,0,2.74248848083365,10,20,0,5,1,1,20,10,4650,1,2100
7,0,2.30408569616717,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.990276214716681,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.614856150725461,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.915447813162154,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-1.39944390646486,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-1.82801850716085,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-2.57246322712979,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.492866174768601,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-1.64801485339979,10,20,0,5,1,1,20,10,4650,1,2100
7,0,1.57529547486842,10,20,0,5,1,1,20,10,4650,1,2100
7,0,2.09740569286942,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-0.882341408284003,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.693642913803243,10,20,0,5,1,1,20,10,4650,1,2100
7,0,0.284114775902036,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-1.63244744586748,10,20,0,5,1,1,20,10,4650,1,2100
7,0,1.36735043154268,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-0.826212726711487,10,20,0,5,1,1,20,10,4650,1,2100
7,0,-0.240974992414453,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.92191724565335,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.26796910831448,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.7036635921938,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.69031484950959,10,20,0,5,1,1,20,10,4650,1,2100
8,1,6.62173427688192,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.44694926886773,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.26554308398894,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.19025266870414,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.63701850842321,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.5505845092211,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.81997553310234,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.02068648985833,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.73737217621442,10,20,0,5,1,1,20,10,4650,1,2100
8,1,6.28175471288027,10,20,0,5,1,1,20,10,4650,1,2100
8,1,3.82919276646058,10,20,0,5,1,1,20,10,4650,1,2100
8,1,3.18364930395998,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.11378404728819,10,20,0,5,1,1,20,10,4650,1,2100
8,1,4.78654031137189,10,20,0,5,1,1,20,10,4650,1,2100
8,1,5.68925335803987,10,20,0,5,1,1,20,10,4650,1,2100
8,1,3.34909968014656,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-1.68367316117695,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.354748843523305,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.55202246788443,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-3.75146554223794,10,20,0,5,1,1,20,10,4650,1,2100
9,0,2.08233780868027,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.351426936393966,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-0.0986794047355589,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.699091451977344,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-0.134553695085609,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.247333388227524,10,20,0,5,1,1,20,10,4650,1,2100
9,0,1.15552114284951,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.596534718137825,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.0740638610468719,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-0.944628033371155,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-1.16821833601896,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-1.07337436045783,10,20,0,5,1,1,20,10,4650,1,2100
9,0,-2.94854429650964,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.446309750826459,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.37793179082421,10,20,0,5,1,1,20,10,4650,1,2100
9,0,0.0921778975041908,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.90583573344768,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.68550620593173,10,20,0,5,1,1,20,10,4650,1,2100
10,1,2.7224208378069,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.78341598032077,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.89300977735495,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.05611411535594,10,20,0,5,1,1,20,10,4650,1,2100
10,1,6.00111938766151,10,20,0,5,1,1,20,10,4650,1,2100
10,1,2.64814102174022,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.35000976626329,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.03886094684721,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.1284729507923,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.49756165656998,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.44323669130255,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.63287319913904,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.66489821455907,10,20,0,5,1,1,20,10,4650,1,2100
10,1,4.13446161726065,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.3032382414968,10,20,0,5,1,1,20,10,4650,1,2100
10,1,3.87869811195197,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.66205401734098,10,20,0,5,1,1,20,10,4650,1,2100
10,1,5.42173731228682,10,20,0,5,1,1,20,10,4650,1,2100
1,0,-1.00549018985441,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.0204019635305292,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.197558192783046,10,20,0,5,1,1,20,10,4650,2,2100
1,0,0.676512240536774,10,20,0,5,1,1,20,10,4650,2,2100
1,0,1.30213958644582,10,20,0,5,1,1,20,10,4650,2,2100
1,0,0.843137075193556,10,20,0,5,1,1,20,10,4650,2,2100
1,0,1.02209775122288,10,20,0,5,1,1,20,10,4650,2,2100
1,0,0.568195180063876,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-1.09734915782022,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-1.07671895557018,10,20,0,5,1,1,20,10,4650,2,2100
1,0,0.972201819008395,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.817283099172355,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.305345537687176,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-1.36244626778141,10,20,0,5,1,1,20,10,4650,2,2100
1,0,1.83317090834534,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.196758819433462,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.745775081641222,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.434634275503999,10,20,0,5,1,1,20,10,4650,2,2100
1,0,-0.667252236127671,10,20,0,5,1,1,20,10,4650,2,2100
1,0,2.43493764937823,10,20,0,5,1,1,20,10,4650,2,2100
2,0,4.22384924866255,10,20,0,5,1,1,20,10,4650,2,2100
2,0,2.6484820892076,10,20,0,5,1,1,20,10,4650,2,2100
2,0,2.05367635201445,10,20,0,5,1,1,20,10,4650,2,2100
2,0,2.78617709773631,10,20,0,5,1,1,20,10,4650,2,2100
2,0,3.69411972974738,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.58142502322879,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.86977954786699,10,20,0,5,1,1,20,10,4650,2,2100
2,0,0.15303130797726,10,20,0,5,1,1,20,10,4650,2,2100
2,0,2.62044076059604,10,20,0,5,1,1,20,10,4650,2,2100
2,0,3.39429176306995,10,20,0,5,1,1,20,10,4650,2,2100
2,0,0.400131497989784,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.11743269375266,10,20,0,5,1,1,20,10,4650,2,2100
2,0,3.27680047485724,10,20,0,5,1,1,20,10,4650,2,2100
2,0,0.434856582344801,10,20,0,5,1,1,20,10,4650,2,2100
2,0,2.55091902630125,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.98381409714454,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.38448478874513,10,20,0,5,1,1,20,10,4650,2,2100
2,0,3.12558758291839,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.84146425505875,10,20,0,5,1,1,20,10,4650,2,2100
2,0,1.08127261480331,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.0109743574652024,10,20,0,5,1,1,20,10,4650,2,2100
3,0,2.15162825360956,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.235189253968731,10,20,0,5,1,1,20,10,4650,2,2100
3,0,1.29704053065121,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-1.14310521535724,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.411385971426596,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.164456236317438,10,20,0,5,1,1,20,10,4650,2,2100
3,0,1.19201772195547,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-1.6492951145901,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.501870376566816,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.479277824150932,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.712879959027069,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.400759201066909,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.0254184504125838,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.52778767942402,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.289222496378666,10,20,0,5,1,1,20,10,4650,2,2100
3,0,-0.194077430776266,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.183944883959859,10,20,0,5,1,1,20,10,4650,2,2100
3,0,1.10005033252835,10,20,0,5,1,1,20,10,4650,2,2100
3,0,0.293341068294756,10,20,0,5,1,1,20,10,4650,2,2100
4,1,3.27814656181167,10,20,0,5,1,1,20,10,4650,2,2100
4,1,3.17661069283666,10,20,0,5,1,1,20,10,4650,2,2100
4,1,5.23524533808181,10,20,0,5,1,1,20,10,4650,2,2100
4,1,3.62643964125772,10,20,0,5,1,1,20,10,4650,2,2100
