"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,8.31292254158116,15,10,0,5,1,1,20,10,4650,1,1650
1,1,4.90467910745211,15,10,0,5,1,1,20,10,4650,1,1650
1,1,3.2829826962998,15,10,0,5,1,1,20,10,4650,1,1650
1,1,4.08331472939659,15,10,0,5,1,1,20,10,4650,1,1650
1,1,5.32879477772978,15,10,0,5,1,1,20,10,4650,1,1650
1,1,6.0341520240685,15,10,0,5,1,1,20,10,4650,1,1650
1,1,5.57669422096831,15,10,0,5,1,1,20,10,4650,1,1650
1,1,6.56187060213347,15,10,0,5,1,1,20,10,4650,1,1650
1,1,5.22233858198815,15,10,0,5,1,1,20,10,4650,1,1650
1,1,4.60382170757687,15,10,0,5,1,1,20,10,4650,1,1650
2,0,-0.329569487574756,15,10,0,5,1,1,20,10,4650,1,1650
2,0,0.854932623886945,15,10,0,5,1,1,20,10,4650,1,1650
2,0,1.3074769076588,15,10,0,5,1,1,20,10,4650,1,1650
2,0,-1.17376184148504,15,10,0,5,1,1,20,10,4650,1,1650
2,0,2.5769288248009,15,10,0,5,1,1,20,10,4650,1,1650
2,0,2.36094149181427,15,10,0,5,1,1,20,10,4650,1,1650
2,0,-0.361834944643783,15,10,0,5,1,1,20,10,4650,1,1650
2,0,2.31252433384654,15,10,0,5,1,1,20,10,4650,1,1650
2,0,0.435079571014804,15,10,0,5,1,1,20,10,4650,1,1650
2,0,-0.448694886884598,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.801482415146472,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.301572491495159,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-1.85025530939861,15,10,0,5,1,1,20,10,4650,1,1650
3,0,0.191438697437392,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.536793058322845,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.70976095632339,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.815341517676945,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-0.740085066410378,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-1.09448156570817,15,10,0,5,1,1,20,10,4650,1,1650
3,0,-1.44412332204927,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-0.879557810967868,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-0.334845558327596,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-1.28258958448635,15,10,0,5,1,1,20,10,4650,1,1650
4,0,1.4866289663466,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-0.45779508172148,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-1.39981171646928,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-0.408278428539363,15,10,0,5,1,1,20,10,4650,1,1650
4,0,0.223509471342357,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-0.202689068709818,15,10,0,5,1,1,20,10,4650,1,1650
4,0,-2.08252942725118,15,10,0,5,1,1,20,10,4650,1,1650
