"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,3.89415177092607,5,20,0,5,1,1,20,10,4650,1,1050
1,1,4.37475822287159,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.83513051061878,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.95649058353639,5,20,0,5,1,1,20,10,4650,1,1050
1,1,4.5203904381681,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.77544937028674,5,20,0,5,1,1,20,10,4650,1,1050
1,1,4.56141590180581,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.65953284398964,5,20,0,5,1,1,20,10,4650,1,1050
1,1,4.02738936772375,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.55349870585297,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.63941177636697,5,20,0,5,1,1,20,10,4650,1,1050
1,1,4.4028704995951,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.13813764279082,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.48380727356646,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.07717337877915,5,20,0,5,1,1,20,10,4650,1,1050
1,1,6.51872020728173,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.11047677315269,5,20,0,5,1,1,20,10,4650,1,1050
1,1,1.48878036200038,5,20,0,5,1,1,20,10,4650,1,1050
1,1,2.28911239509717,5,20,0,5,1,1,20,10,4650,1,1050
1,1,3.53459244343036,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.780418942725805,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.322961139625615,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1.30813752079077,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-0.0313944993545418,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-0.649911373765826,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-1.06390902086297,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.120593090598734,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.573137374370589,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-1.90810137477325,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1.84258929151269,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1.62660195852606,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-1.09617447793199,5,20,0,5,1,1,20,10,4650,1,1050
2,0,1.57818480055833,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-0.299259962273407,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-1.18303442017281,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.00380576381812189,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.503715687469436,5,20,0,5,1,1,20,10,4650,1,1050
2,0,-1.04496713043401,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.996726876401986,5,20,0,5,1,1,20,10,4650,1,1050
2,0,0.26849512064175,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.87783048150863,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.77224992015508,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.84750637142165,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.49310987212386,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.14346811578276,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.58667355394655,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.13138580658682,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.18364178042807,5,20,0,5,1,1,20,10,4650,1,1050
3,0,3.95286033126102,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.00843628319294,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.06641964844514,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.05795293637506,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.68974083625678,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.2635422962046,5,20,0,5,1,1,20,10,4650,1,1050
3,0,0.383701937663237,5,20,0,5,1,1,20,10,4650,1,1050
3,0,2.06606453442008,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.21410570231255,5,20,0,5,1,1,20,10,4650,1,1050
3,0,1.70628897311207,5,20,0,5,1,1,20,10,4650,1,1050
3,0,0.903669682194736,5,20,0,5,1,1,20,10,4650,1,1050
3,0,0.99297494311657,5,20,0,5,1,1,20,10,4650,1,1050
4,0,2.58321638370633,5,20,0,5,1,1,20,10,4650,1,1050
4,0,-0.510366075584829,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.372916069965526,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.40564784096021,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.975663602178778,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.62788880461413,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.5823513043134,5,20,0,5,1,1,20,10,4650,1,1050
4,0,-0.183776832032864,5,20,0,5,1,1,20,10,4650,1,1050
4,0,2.05086261863638,5,20,0,5,1,1,20,10,4650,1,1050
4,0,-0.564286770580322,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.00523685738787538,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.53266666141644,5,20,0,5,1,1,20,10,4650,1,1050
4,0,2.3822504191466,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.523440781851449,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.05644645335091,5,20,0,5,1,1,20,10,4650,1,1050
4,0,2.15548487840633,5,20,0,5,1,1,20,10,4650,1,1050
4,0,1.40078906658061,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.195796734768783,5,20,0,5,1,1,20,10,4650,1,1050
4,0,3.35892657658482,5,20,0,5,1,1,20,10,4650,1,1050
4,0,0.730785765613152,5,20,0,5,1,1,20,10,4650,1,1050
5,1,6.28805492111235,5,20,0,5,1,1,20,10,4650,1,1050
5,1,6.56071071370775,5,20,0,5,1,1,20,10,4650,1,1050
5,1,5.57163226975389,5,20,0,5,1,1,20,10,4650,1,1050
