"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","sigma_sq","c1","c2","B","niter","total_cost"
1,1,8.31292254158116,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.90467910745211,15,30,0,5,1,1,20,10,4650,1,4650
1,1,3.2829826962998,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.08331472939659,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.32879477772978,15,30,0,5,1,1,20,10,4650,1,4650
1,1,6.0341520240685,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.57669422096831,15,30,0,5,1,1,20,10,4650,1,4650
1,1,6.56187060213347,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.22233858198815,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.60382170757687,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.18982406047973,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.37432617194143,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.82687045571328,15,30,0,5,1,1,20,10,4650,1,4650
1,1,3.34563170656945,15,30,0,5,1,1,20,10,4650,1,4650
1,1,7.09632237285538,15,30,0,5,1,1,20,10,4650,1,4650
1,1,6.88033503986876,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.1575586034107,15,30,0,5,1,1,20,10,4650,1,4650
1,1,6.83191788190102,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.95447311906929,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.07069866116989,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.25753884516082,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.75744876881213,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.20876595090868,15,30,0,5,1,1,20,10,4650,1,4650
1,1,6.25045995774468,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.52222820198444,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.3492603039839,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.24367974263034,15,30,0,5,1,1,20,10,4650,1,4650
1,1,5.31893619389691,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.96453969459912,15,30,0,5,1,1,20,10,4650,1,4650
1,1,4.61489793825802,15,30,0,5,1,1,20,10,4650,1,4650
2,0,0.538709828367332,15,30,0,5,1,1,20,10,4650,1,4650
2,0,1.0834220810076,15,30,0,5,1,1,20,10,4650,1,4650
2,0,0.135678054848854,15,30,0,5,1,1,20,10,4650,1,4650
2,0,2.9048966056818,15,30,0,5,1,1,20,10,4650,1,4650
2,0,0.96047255761372,15,30,0,5,1,1,20,10,4650,1,4650
2,0,0.0184559228659218,15,30,0,5,1,1,20,10,4650,1,4650
2,0,1.00998921079584,15,30,0,5,1,1,20,10,4650,1,4650
2,0,1.64177711067756,15,30,0,5,1,1,20,10,4650,1,4650
2,0,1.21557857062538,15,30,0,5,1,1,20,10,4650,1,4650
2,0,-0.664261787915983,15,30,0,5,1,1,20,10,4650,1,4650
2,0,1.01810080884086,15,30,0,5,1,1,20,10,4650,1,4650
