"iter","beta_estimate","beta_se","beta_lower","beta_upper","random_effect_variance"
1,1.62991034329874,0.131829285486262,1.37152494374567,1.88829574285182,0.125672296274791
2,1.67615175828235,0.103060025746055,1.47415410782008,1.87814940874461,0.0769550435650043
3,1.51937872228825,0.0747142123052349,1.37293886616999,1.66581857840651,0.0396946208102616
4,1.58092740775472,0.116058900757913,1.35345196226921,1.80840285324023,0.0947580082440634
5,1.30391020511667,0.0904505511430102,1.12662712487637,1.48119328535697,0.0568228522270103
6,1.71906320338836,0.0986308304779772,1.52574677565152,1.91237963112519,0.0696732954533583
7,1.3903108003276,0.120382192640914,1.15436170275141,1.62625989790379,0.106137396017139
8,1.48324658430027,0.122151835167808,1.24382898737137,1.72266418122917,0.107890566125136
9,1.49803088971539,0.123404447398409,1.2561581728145,1.73990360661627,0.111491562332157
10,1.36183331553351,0.122627491364247,1.12148343245958,1.60218319860743,0.106087030513613
11,1.4679325274291,0.0899443707975352,1.29164156066593,1.64422349419227,0.0564171631286132
12,1.22017976654676,0.105232626780292,1.01392381805739,1.42643571503613,0.0810549388277905
13,1.48764700798489,0.0989762457055577,1.293653566402,1.68164044956779,0.0665040475389993
14,1.4445089832548,0.137036537416972,1.17591736991753,1.71310059659206,0.138164296116155
15,1.5024593785275,0.120077532983151,1.26710741388052,1.73781134317447,0.105599577980698
16,1.32249181434352,0.122259388217624,1.08286341343698,1.56212021525007,0.109811324285648
17,1.75771845156607,0.161825359910982,1.44054074614054,2.0748961569916,0.171866616376456
18,1.54105796469149,0.121826637064225,1.30227775604561,1.77983817333737,0.108706048328582
19,1.53408494329227,0.132490037137594,1.27440447050258,1.79376541608195,0.127342106324534
20,1.53805861932896,0.146484739401613,1.2509485301018,1.82516870855612,0.15829068932767
21,1.66399608844508,0.0964638467284213,1.47492694885737,1.85306522803279,0.0672961704781854
22,1.83835852072921,0.133957900467613,1.57580103581268,2.10091600564573,0.129327747946733
23,1.60020186681118,0.134126983509289,1.33731297913297,1.86309075448938,0.130213557294841
24,1.48764520487704,0.0975005442358747,1.29654413817472,1.67874627157935,0.0693326641818547
25,1.29411706988476,0.113753389076911,1.07116042729401,1.51707371247551,0.087845164489429
26,1.43611826576411,0.147762683707827,1.14650340569677,1.72573312583145,0.161759768253119
27,1.58312970741951,0.112096045968423,1.3634214573214,1.80283795751762,0.0851786496396343
28,1.48569046240039,0.120157539985564,1.25018168402869,1.7211992407721,0.104551815638354
29,1.69057880391867,0.117261023794611,1.46074719728123,1.92041041055611,0.0964975435149789
30,1.44806217389142,0.127435619678078,1.19828835932239,1.69783598846046,0.120029727503223
31,1.50518538739335,0.116059893156416,1.27770799680677,1.73266277797992,0.0987661694646571
32,1.2769404492514,0.124752884078105,1.03242479645831,1.52145610204449,0.114822600901034
33,1.32470847047663,0.124182805309924,1.08131017206918,1.56810676888408,0.11194309292393
34,1.33765431824281,0.159168711324683,1.02568364404643,1.64962499243919,0.156948357864865
35,1.52250720503909,0.114247225683354,1.29858264269971,1.74643176737846,0.0960629713559523
36,1.39258101659964,0.127557388051989,1.14256853601774,1.64259349718154,0.114948280897356
37,1.40675840085341,0.114160832711651,1.18300316873858,1.63051363296825,0.0958350291857355
38,1.55298228811858,0.121358105651111,1.3151204010424,1.79084417519476,0.106838141537135
39,1.38412221023695,0.104480618562839,1.17934019785378,1.58890422262011,0.0785265422581231
40,1.2740567913602,0.100856488565006,1.07637807377279,1.47173550894761,0.0739753289317757
41,1.67549472149996,0.11860553928244,1.44302786450637,1.90796157849354,0.0989371299686006
42,1.50465903353559,0.0958250229120688,1.31684198862793,1.69247607844324,0.0665060115633622
43,1.59372218404435,0.0889749321028712,1.41933131712272,1.76811305096597,0.0566897641497332
44,1.5231622942268,0.105381561248454,1.31661443417983,1.72971015427377,0.0755532027784324
45,1.29471143265808,0.11077037069011,1.07760150610546,1.5118213592107,0.0903668894904983
46,1.43932873547805,0.116082782968014,1.21180648086075,1.66685099009536,0.0880320479638727
47,1.36480706870998,0.131023558352037,1.10800089433999,1.62161324307998,0.117719573473985
48,1.64049413422934,0.0839412387122809,1.47596930635327,1.80501896210541,0.0490706571401199
49,1.40467939363633,0.108549414861478,1.19192254050784,1.61743624676483,0.0866055378546926
50,1.6658407062554,0.108084935327181,1.45399423301412,1.87768717949667,0.0847513719248998
51,1.45961735684319,0.126101683496677,1.2124580571897,1.70677665649668,0.112780099001598
52,1.47377661612526,0.141294623702159,1.19683915366903,1.75071407858149,0.130598144826025
53,1.53320630197095,0.109556712439243,1.31847514559003,1.74793745835186,0.0842722745482478
54,1.52966976600278,0.0992897383232418,1.33506187888923,1.72427765311634,0.0702665197555452
55,1.59836165472502,0.115367290729017,1.37224176489615,1.8244815445539,0.0977201298802686
56,1.39709847939018,0.111487523453987,1.17858293342036,1.61561402535999,0.089852980102525
57,1.40121889438919,0.119708828105946,1.16658959130154,1.63584819747685,0.103648735667679
58,1.45371428448239,0.114671658315545,1.22895783418392,1.67847073478085,0.0966360595427774
59,1.47023718724609,0.122427355639813,1.23027957019205,1.71019480430012,0.105914636151338
60,1.4641212733423,0.0959859959153772,1.27598872134816,1.65225382533644,0.0669444076166679
61,1.50132696892026,0.101018369495259,1.30333096470956,1.69932297313097,0.069382894659661
62,1.49199518627931,0.111937456521122,1.27259777149791,1.71139260106071,0.0901325093293514
63,1.52041526501947,0.115145525985156,1.29473003408857,1.74610049595038,0.0970671541535011
64,1.47393177941865,0.104672598157598,1.26877348702976,1.67909007180755,0.0796029642450046
65,1.44866197889671,0.117432037046476,1.21849518628562,1.6788287715078,0.101330129995701
66,1.69959343887764,0.106329668966163,1.49118728770396,1.90799959005132,0.082167914342187
67,1.61925080790334,0.131602312628882,1.36131027515073,1.87719134065595,0.123087563014092
68,1.64509243576472,0.111666316118171,1.4262264561731,1.86395841535633,0.0909561415304317
69,1.31430120835489,0.135939739488999,1.04785931895645,1.58074309775332,0.131011109256503
70,1.60314497926615,0.120357681297506,1.36724392392304,1.83904603460927,0.105670930952157
71,1.50201493254639,0.103978548772897,1.29821697695151,1.70581288814126,0.0737096545345437
72,1.46026659776223,0.1168130214274,1.23131307576452,1.68922011975993,0.092883886789935
73,1.63626412793352,0.155877488205543,1.33074425105065,1.94178400481638,0.151652886198047
74,1.70059914246408,0.128674537363812,1.44839704923101,1.95280123569715,0.121777462516306
75,1.53074571902153,0.15630783178749,1.22438236871805,1.83710906932501,0.151516333812807
76,1.31220253022034,0.128125465384822,1.06107661806609,1.56332844237459,0.116415760439964
77,1.3958418304806,0.110364920484333,1.1795265863313,1.61215707462989,0.0875122951034953
78,1.6406269445862,0.108085465796883,1.42877943162431,1.85247445754809,0.0851596273409812
79,1.53144080105389,0.152459836240517,1.23261952202248,1.8302620800853,0.172622461541643
80,1.60075455863757,0.103840464607025,1.3972272480078,1.80428186926734,0.0789621810572739
81,1.54479156257633,0.0935660295866203,1.36140214458656,1.72818098056611,0.063196313525504
82,1.52092199609561,0.0776011704264674,1.36882370205973,1.67302029013148,0.0431819717599397
83,1.57132904784704,0.138614264584331,1.29964508926176,1.84301300643233,0.138907654870279
84,1.70478970528113,0.101377198122191,1.50609039696163,1.90348901360062,0.0735165134410559
85,1.58546621366248,0.144116939628974,1.30299701198969,1.86793541533527,0.151217060822661
86,1.28966894440744,0.115189707910936,1.063897116902,1.51544077191287,0.097180801883895
87,1.40572736044372,0.108065538382044,1.19391890521492,1.61753581567253,0.0789886488996179
88,1.32730804001039,0.0907887662125845,1.14936205823373,1.50525402178706,0.0573249491401806
89,1.65075372459587,0.118430964659007,1.41862903386422,1.88287841532752,0.101328420798172
90,1.65757754641228,0.149386820716726,1.3647793778075,1.95037571501706,0.158844076545091
91,1.42655843606001,0.110111436727306,1.21074002007449,1.64237685204553,0.088885718537142
92,1.35670819557733,0.12017011129605,1.12117477743707,1.59224161371759,0.101701645613435
93,1.42088193900027,0.107417305718628,1.21034401979176,1.63141985820879,0.0810049539474249
94,1.44769418541231,0.129912866599731,1.19306496687684,1.70232340394779,0.12467003073441
95,1.47570074050505,0.138384360561518,1.20446739380448,1.74693408720563,0.139335310195404
96,1.44374764151627,0.129749574986665,1.18943847454241,1.69805680849014,0.110499807565544
97,1.50621909216684,0.108510607493435,1.29353830147971,1.71889988285397,0.0825759220600176
98,1.26435180512818,0.0823833216438748,1.10288049470619,1.42582311555017,0.0491626472883045
99,1.51234151056652,0.134330800483657,1.24905314161855,1.77562987951449,0.130685397834866
100,1.44518787570286,0.10959407087752,1.23038349678292,1.6599922546228,0.0742289906638877
