"iter","beta_estimate","beta_se","beta_lower","beta_upper","random_effect_variance"
1,1.78489078629679,0.327142080199307,1.14369230910615,2.42608926348743,0.751046374863797
2,0.860417046210278,0.257944827498476,0.354845184313265,1.36598890810729,0.455889085975541
3,1.58871550552009,0.365720874065797,0.871902592351132,2.30552841868906,0.985537404036665
4,0.844618745156117,0.347454923573417,0.163607094952219,1.52563039536002,0.858563986301596
5,1.2486092865604,0.371658993824198,0.520157658664968,1.97706091445582,1.00425627520429
6,1.92500697894182,0.377460971644986,1.18518347451765,2.664830483366,1.04540424307474
7,1.84338237436375,0.346891956544208,1.16347413953711,2.5232906091904,0.8910633160403
8,2.34085207572172,0.294690035435765,1.76325960626763,2.91844454517582,0.61047709548612
9,1.15568374766895,0.335865584362168,0.497387202319097,1.81398029301879,0.834804967486337
10,1.59120381884236,0.423443770547266,0.761254028569714,2.421153609115,1.32777920616419
11,1.11651049318244,0.342278870840855,0.445643906334363,1.78737708003052,0.834570469711526
12,1.66240277247256,0.399408251402343,0.879562599723973,2.44524294522116,1.16446643656264
13,1.68575993723054,0.388041672306041,0.925198259510703,2.44632161495038,1.10998226777501
14,1.82958189482507,0.361024564449222,1.1219737485046,2.53719004114555,0.918723638692305
15,1.19489770840128,0.342085528729059,0.524410072092325,1.86538534471024,0.864632661065626
16,1.29606136873275,0.352539137277496,0.605084659668854,1.98703807779664,0.899715126009697
17,1.28865174694583,0.394278720212264,0.515865455329789,2.06143803856186,1.06315096931208
18,1.67709034079212,0.455207207842775,0.784884213420277,2.56929646816395,1.52849267737528
19,1.87734599256141,0.354706916411064,1.18212043639572,2.57257154872709,0.927457287656557
20,1.71924064251366,0.390024579854776,0.9547924659983,2.48368881902902,1.08545255178467
21,1.57592891857511,0.370302253473223,0.850136501767593,2.30172133538263,0.848623128930351
22,2.15443539149757,0.327316494328748,1.51289506261322,2.79597572038191,0.735523254639586
23,1.83326740744719,0.333671787329998,1.1792707042804,2.48726411061399,0.816117134918734
24,1.20989805102498,0.420895046820933,0.384943759255946,2.034852342794,1.26328415984759
25,1.21215114905392,0.325428231599489,0.574311815118926,1.84999048298892,0.780825859430482
26,1.888765118713,0.440984868174106,1.02443477709176,2.75309546033425,1.21474491555448
27,1.4423650356791,0.431480878267898,0.596662514274024,2.28806755708418,1.37768481762079
28,2.47266322900229,0.365683253528632,1.75592405208617,3.18940240591841,0.973433388719351
29,1.80117458032186,0.324334156133607,1.1654796343,2.43686952634373,0.745048029001195
30,1.58046431279851,0.332054254991258,0.929637973015644,2.23129065258138,0.720876236209733
31,1.58731115640174,0.375847305643785,0.850650437339922,2.32397187546356,1.04038334934246
32,1.06952420321468,0.348928760675497,0.385623832290706,1.75342457413865,0.90195963079907
33,1.82563045261243,0.478414743452676,0.887937555445181,2.76332334977967,1.68952531628174
34,0.220451086319667,0.326027254359098,-0.418562332224166,0.8594645048635,0.786618958403009
35,1.13219974318526,0.379115386412775,0.389133585816224,1.8752659005543,1.06780699953361
36,1.9348927857178,0.407430719180729,1.13632857612357,2.73345699531202,1.03664968513067
37,1.41468441471813,0.406002359582306,0.618919789936814,2.21044903949945,1.13409012240527
38,1.12450881360348,0.373130660366778,0.393172719284597,1.85584490792237,1.02734155854499
39,1.70317427706891,0.30118950698529,1.11284284337774,2.29350571076008,0.667883270591118
40,1.32155115578663,0.379926076228046,0.57689604637966,2.0662062651936,1.05043151768536
41,0.928813947836961,0.343241307325246,0.256060985479479,1.60156691019444,0.860374856187226
42,0.948889685111057,0.385124762834761,0.194045149954925,1.70373422026719,1.05796935760155
43,0.786435583394446,0.426602094501214,-0.0497045218279325,1.62257568861683,1.32655728573278
44,1.19437186949499,0.302898429183538,0.600690948295256,1.78805279069472,0.676721112305579
45,1.62804401892466,0.359275988222174,0.9238630820092,2.33222495584012,0.937987656934659
46,2.4251333105019,0.353872692667278,1.73154283287403,3.11872378812976,0.911952537225134
47,1.61158350946653,0.336244195101915,0.952544887066776,2.27062213186628,0.831007381676697
48,1.6042433806129,0.35269465606648,0.912961854722596,2.2955249065032,0.914260275443781
49,1.51560752003288,0.365375095824431,0.799472332216997,2.23174270784877,0.97874324947553
50,0.983002193384953,0.328034480916247,0.340054610789109,1.6259497759808,0.784452592214547
51,1.34371616934362,0.233120636387834,0.886799722023462,1.80063261666377,0.399818589930712
52,1.14460863977305,0.337749738944818,0.482619151441211,1.8065981281049,0.810804286198615
53,1.96285928736963,0.386870138992306,1.20459381494471,2.72112475979455,1.10113140891018
54,2.05464912583051,0.299209476269104,1.46819855234307,2.64109969931795,0.635192293939773
55,2.040858375298,0.29872751647179,1.45535244301329,2.62636430758271,0.653606483717253
56,1.7172437322835,0.43230397863065,0.869927934167425,2.56455953039957,1.37684121000366
57,1.58626166788222,0.376584975670381,0.848155115568278,2.32436822019617,1.00852799409756
58,1.27093632729804,0.334831985104049,0.614665636494106,1.92720701810198,0.81316993658006
59,1.55031239953744,0.366694492196702,0.831591194831907,2.26903360424298,0.993368823311237
60,1.76240230831992,0.374029268502066,1.02930494205587,2.49549967458397,0.996107910357496
61,1.57107087865224,0.406929128918844,0.77348978597131,2.36865197133318,1.20642993813831
62,1.7773032021964,0.320910692136201,1.14831824560945,2.40628815878335,0.76254994774877
63,1.55280363510305,0.379903740161417,0.808192304386673,2.29741496581943,1.06598971096757
64,2.63458689323954,0.32552949333807,1.99654908629693,3.27262470018216,0.768895266769094
65,2.11102287702909,0.347739368985896,1.42945371381673,2.79259204024144,0.823345287343046
66,1.02327161769691,0.371926348322507,0.294295974984794,1.75224726040902,1.01873295402285
67,1.30949151014303,0.391521790362049,0.542108801033415,2.07687421925265,1.09189225958211
68,2.37528431821603,0.343835249420709,1.70136722935144,3.04920140708062,0.870677738812943
69,0.824634674248147,0.373595391572867,0.0923877067653268,1.55688164173097,0.918963581093449
70,1.91257322938676,0.26140853841139,1.40021249410044,2.42493396467309,0.502955029838641
71,1.4249997152355,0.284997256580469,0.866405092337783,1.98359433813322,0.57623173330902
72,0.765915653579406,0.31941890794688,0.139854594003521,1.39197671315529,0.670231093335341
73,2.04260965402491,0.360162890629923,1.33669038839026,2.74852891965955,0.959080955976916
74,1.4296831446709,0.394186365838356,0.657077867627726,2.20228842171408,1.1489166568033
75,1.19075412648681,0.249019420546822,0.702676062215037,1.67883219075858,0.451251294048103
76,1.46016066638934,0.308384333972831,0.855727371802594,2.06459396097609,0.705355260367255
77,1.94650335047761,0.389961637643095,1.18217854069714,2.71082816025807,1.11549198754531
78,2.18566109223492,0.487765498669034,1.22964071484362,3.14168146962623,1.73379550047602
79,1.31986371538622,0.259917119991499,0.810426160202885,1.82930127056956,0.500048775172395
80,1.58687977634122,0.316673028260364,0.966200640950912,2.20755891173154,0.740380925171681
81,2.22267854476992,0.472561817287969,1.2964573828855,3.14889970665434,1.65899918920185
82,2.09910672153601,0.316353509127108,1.47905384364688,2.71915959942514,0.719240358042877
83,1.89042597776551,0.371835849121909,1.16162771348657,2.61922424204445,0.913664239572118
84,1.99520254963135,0.361929208656079,1.28582130066544,2.70458379859727,0.929699880734845
85,1.96866035187345,0.376153978801086,1.23139855342332,2.70592215032357,0.933948711067227
86,1.06808259014155,0.298472756544021,0.483075987315269,1.65308919296783,0.654285477319834
87,1.44873922727711,0.357628107843344,0.747788135904158,2.14969031865007,0.931044854784046
88,1.49961565376516,0.332185081080855,0.848532894846682,2.15069841268363,0.761101540766474
89,1.41171565983005,0.414375085268706,0.599540492703384,2.22389082695671,1.21882696039104
90,1.18535446680165,0.335652767102998,0.527475043279777,1.84323389032353,0.834479042274633
91,1.05193259241761,0.386583278354976,0.294229366841853,1.80963581799336,1.10601211113028
92,1.1081062044103,0.37067724179443,0.381578810493222,1.83463359832739,1.00062829122284
93,1.22676797485085,0.286541703278756,0.665146236424492,1.78838971327721,0.603732501814457
94,2.4030146206517,0.317236894684839,1.78123030706942,3.02479893423398,0.662485559146472
95,1.9724412060224,0.378285003581596,1.23100259900247,2.71387981304232,1.05389965985626
96,1.7118061878414,0.403140005527943,0.921651777006636,2.50196059867617,1.19640374035302
97,1.25681473743938,0.266372286839122,0.734725055234703,1.77890441964406,0.485558178721192
98,1.95789698652312,0.273283708766439,1.42226091734089,2.49353305570534,0.550343288692195
99,1.04152166252282,0.346342002547959,0.362691337528822,1.72035198751682,0.852379958339197
100,1.4589829400515,0.32601356566754,0.819996351343119,2.09796952875988,0.773170896792604
